id,description,url
SDL_getenv,"Get the value of a variable in the environment.
",https://wiki.libsdl.org/SDL3/SDL_getenv
SDL_getenv_unsafe,"Get the value of a variable in the environment.
",https://wiki.libsdl.org/SDL3/SDL_getenv_unsafe
SDL_hid_ble_scan,"Start or stop a BLE scan on iOS and tvOS to pair Steam Controllers.
",https://wiki.libsdl.org/SDL3/SDL_hid_ble_scan
SDL_hid_bus_type,"HID underlying bus types.
",https://wiki.libsdl.org/SDL3/SDL_hid_bus_type
SDL_hid_close,"Close a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_close
SDL_hid_device,"An opaque handle representing an open HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_device
SDL_hid_device_change_count,"Check to see if devices may have been added or removed.
",https://wiki.libsdl.org/SDL3/SDL_hid_device_change_count
SDL_hid_device_info,"Information about a connected HID device
",https://wiki.libsdl.org/SDL3/SDL_hid_device_info
SDL_hid_enumerate,"Enumerate the HID Devices.
",https://wiki.libsdl.org/SDL3/SDL_hid_enumerate
SDL_hid_exit,"Finalize the HIDAPI library.
",https://wiki.libsdl.org/SDL3/SDL_hid_exit
SDL_hid_free_enumeration,"Free an enumeration linked list.
",https://wiki.libsdl.org/SDL3/SDL_hid_free_enumeration
SDL_hid_get_device_info,"Get the device info from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_device_info
SDL_hid_get_feature_report,"Get a feature report from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_feature_report
SDL_hid_get_indexed_string,"Get a string from a HID device, based on its string index.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_indexed_string
SDL_hid_get_input_report,"Get an input report from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_input_report
SDL_hid_get_manufacturer_string,"Get The Manufacturer String from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_manufacturer_string
SDL_hid_get_product_string,"Get The Product String from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_product_string
SDL_hid_get_properties,"Get the properties associated with an [SDL_hid_device](SDL_hid_device).
",https://wiki.libsdl.org/SDL3/SDL_hid_get_properties
SDL_hid_get_report_descriptor,"Get a report descriptor from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_report_descriptor
SDL_hid_get_serial_number_string,"Get The Serial Number String from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_get_serial_number_string
SDL_hid_init,"Initialize the HIDAPI library.
",https://wiki.libsdl.org/SDL3/SDL_hid_init
SDL_hid_open,"Open a HID device using a Vendor ID (VID), Product ID (PID) and optionally a serial number.
",https://wiki.libsdl.org/SDL3/SDL_hid_open
SDL_hid_open_path,"Open a HID device by its path name.
",https://wiki.libsdl.org/SDL3/SDL_hid_open_path
SDL_hid_read,"Read an Input report from a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_read
SDL_hid_read_timeout,"Read an Input report from a HID device with timeout.
",https://wiki.libsdl.org/SDL3/SDL_hid_read_timeout
SDL_hid_send_feature_report,"Send a Feature report to the device.
",https://wiki.libsdl.org/SDL3/SDL_hid_send_feature_report
SDL_hid_set_nonblocking,"Set the device handle to be non-blocking.
",https://wiki.libsdl.org/SDL3/SDL_hid_set_nonblocking
SDL_hid_write,"Write an Output report to a HID device.
",https://wiki.libsdl.org/SDL3/SDL_hid_write
SDL_iOSAnimationCallback,"The prototype for an Apple iOS animation callback.
",https://wiki.libsdl.org/SDL3/SDL_iOSAnimationCallback
SDL_iconv,"This function converts text between encodings, reading from and writing to a buffer.
",https://wiki.libsdl.org/SDL3/SDL_iconv
SDL_iconv_close,"This function frees a context used for character set conversion.
",https://wiki.libsdl.org/SDL3/SDL_iconv_close
SDL_iconv_open,"This function allocates a context for the specified character set conversion.
",https://wiki.libsdl.org/SDL3/SDL_iconv_open
SDL_iconv_string,"Helper function to convert a string's encoding in one call.
",https://wiki.libsdl.org/SDL3/SDL_iconv_string
SDL_iconv_t,"An opaque handle representing string encoding conversion state.
",https://wiki.libsdl.org/SDL3/SDL_iconv_t
SDL_iconv_utf8_locale,"Convert a UTF-8 string to the current locale's character encoding.
",https://wiki.libsdl.org/SDL3/SDL_iconv_utf8_locale
SDL_iconv_utf8_ucs2,"Convert a UTF-8 string to UCS-2.
",https://wiki.libsdl.org/SDL3/SDL_iconv_utf8_ucs2
SDL_iconv_utf8_ucs4,"Convert a UTF-8 string to UCS-4.
",https://wiki.libsdl.org/SDL3/SDL_iconv_utf8_ucs4
SDL_iconv_wchar_utf8,"Convert a wchar_t string to UTF-8.
",https://wiki.libsdl.org/SDL3/SDL_iconv_wchar_utf8
SDL_isalnum,"Query if a character is alphabetic (a letter) or a number.
",https://wiki.libsdl.org/SDL3/SDL_isalnum
SDL_isalpha,"Query if a character is alphabetic (a letter).
",https://wiki.libsdl.org/SDL3/SDL_isalpha
SDL_isblank,"Report if a character is blank (a space or tab).
",https://wiki.libsdl.org/SDL3/SDL_isblank
SDL_iscntrl,"Report if a character is a control character.
",https://wiki.libsdl.org/SDL3/SDL_iscntrl
SDL_isdigit,"Report if a character is a numeric digit.
",https://wiki.libsdl.org/SDL3/SDL_isdigit
SDL_isgraph,"Report if a character is any ""printable"" except space.
",https://wiki.libsdl.org/SDL3/SDL_isgraph
SDL_isinf,"Return whether the value is infinity.
",https://wiki.libsdl.org/SDL3/SDL_isinf
SDL_isinff,"Return whether the value is infinity.
",https://wiki.libsdl.org/SDL3/SDL_isinff
SDL_islower,"Report if a character is lower case.
",https://wiki.libsdl.org/SDL3/SDL_islower
SDL_isnan,"Return whether the value is NaN.
",https://wiki.libsdl.org/SDL3/SDL_isnan
SDL_isnanf,"Return whether the value is NaN.
",https://wiki.libsdl.org/SDL3/SDL_isnanf
SDL_isprint,"Report if a character is ""printable"".
",https://wiki.libsdl.org/SDL3/SDL_isprint
SDL_ispunct,"Report if a character is a punctuation mark.
",https://wiki.libsdl.org/SDL3/SDL_ispunct
SDL_isspace,"Report if a character is whitespace.
",https://wiki.libsdl.org/SDL3/SDL_isspace
SDL_isupper,"Report if a character is upper case.
",https://wiki.libsdl.org/SDL3/SDL_isupper
SDL_isxdigit,"Report if a character is a hexadecimal digit.
",https://wiki.libsdl.org/SDL3/SDL_isxdigit
SDL_itoa,"Convert an integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_itoa
SDL_lltoa,"Convert a long long integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_lltoa
SDL_log,"Compute the natural logarithm of `x`.
",https://wiki.libsdl.org/SDL3/SDL_log
SDL_log10,"Compute the base-10 logarithm of `x`.
",https://wiki.libsdl.org/SDL3/SDL_log10
SDL_log10f,"Compute the base-10 logarithm of `x`.
",https://wiki.libsdl.org/SDL3/SDL_log10f
SDL_logf,"Compute the natural logarithm of `x`.
",https://wiki.libsdl.org/SDL3/SDL_logf
SDL_lround,"Round `x` to the nearest integer representable as a long
",https://wiki.libsdl.org/SDL3/SDL_lround
SDL_lroundf,"Round `x` to the nearest integer representable as a long
",https://wiki.libsdl.org/SDL3/SDL_lroundf
SDL_ltoa,"Convert a long integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_ltoa
SDL_main,"An app-supplied function for program entry.
",https://wiki.libsdl.org/SDL3/SDL_main
SDL_main_func,"The prototype for the application's main() function
",https://wiki.libsdl.org/SDL3/SDL_main_func
SDL_malloc,"Allocate uninitialized memory.
",https://wiki.libsdl.org/SDL3/SDL_malloc
SDL_malloc_func,"A callback used to implement [SDL_malloc](SDL_malloc)().
",https://wiki.libsdl.org/SDL3/SDL_malloc_func
SDL_max,"Return the greater of two values.
",https://wiki.libsdl.org/SDL3/SDL_max
SDL_memcmp,"Compare two buffers of memory.
",https://wiki.libsdl.org/SDL3/SDL_memcmp
SDL_memcpy,"Copy non-overlapping memory.
",https://wiki.libsdl.org/SDL3/SDL_memcpy
SDL_memmove,"Copy memory ranges that might overlap.
",https://wiki.libsdl.org/SDL3/SDL_memmove
SDL_memset,"Initialize all bytes of buffer of memory to a specific value.
",https://wiki.libsdl.org/SDL3/SDL_memset
SDL_memset4,"Initialize all 32-bit words of buffer of memory to a specific value.
",https://wiki.libsdl.org/SDL3/SDL_memset4
SDL_min,"Return the lesser of two values.
",https://wiki.libsdl.org/SDL3/SDL_min
SDL_modf,"Split `x` into integer and fractional parts
",https://wiki.libsdl.org/SDL3/SDL_modf
SDL_modff,"Split `x` into integer and fractional parts
",https://wiki.libsdl.org/SDL3/SDL_modff
SDL_murmur3_32,"Calculate a 32-bit MurmurHash3 value for a block of data.
",https://wiki.libsdl.org/SDL3/SDL_murmur3_32
SDL_pow,"Raise `x` to the power `y`
",https://wiki.libsdl.org/SDL3/SDL_pow
SDL_powf,"Raise `x` to the power `y`
",https://wiki.libsdl.org/SDL3/SDL_powf
SDL_qsort,"Sort an array.
",https://wiki.libsdl.org/SDL3/SDL_qsort
SDL_qsort_r,"Sort an array, passing a userdata pointer to the compare function.
",https://wiki.libsdl.org/SDL3/SDL_qsort_r
SDL_rand,"Generate a pseudo-random number less than n for positive n
",https://wiki.libsdl.org/SDL3/SDL_rand
SDL_rand_bits,"Generate 32 pseudo-random bits.
",https://wiki.libsdl.org/SDL3/SDL_rand_bits
SDL_rand_bits_r,"Generate 32 pseudo-random bits.
",https://wiki.libsdl.org/SDL3/SDL_rand_bits_r
SDL_rand_r,"Generate a pseudo-random number less than n for positive n
",https://wiki.libsdl.org/SDL3/SDL_rand_r
SDL_randf,"Generate a uniform pseudo-random floating point number less than 1.0
",https://wiki.libsdl.org/SDL3/SDL_randf
SDL_randf_r,"Generate a uniform pseudo-random floating point number less than 1.0
",https://wiki.libsdl.org/SDL3/SDL_randf_r
SDL_realloc,"Change the size of allocated memory.
",https://wiki.libsdl.org/SDL3/SDL_realloc
SDL_realloc_func,"A callback used to implement [SDL_realloc](SDL_realloc)().
",https://wiki.libsdl.org/SDL3/SDL_realloc_func
SDL_reinterpret_cast,"Handle a Reinterpret Cast properly whether using C or C++.
",https://wiki.libsdl.org/SDL3/SDL_reinterpret_cast
SDL_round,"Round `x` to the nearest integer.
",https://wiki.libsdl.org/SDL3/SDL_round
SDL_roundf,"Round `x` to the nearest integer.
",https://wiki.libsdl.org/SDL3/SDL_roundf
SDL_scalbn,"Scale `x` by an integer power of two.
",https://wiki.libsdl.org/SDL3/SDL_scalbn
SDL_scalbnf,"Scale `x` by an integer power of two.
",https://wiki.libsdl.org/SDL3/SDL_scalbnf
SDL_setenv_unsafe,"Set the value of a variable in the environment.
",https://wiki.libsdl.org/SDL3/SDL_setenv_unsafe
SDL_sin,"Compute the sine of `x`.
",https://wiki.libsdl.org/SDL3/SDL_sin
SDL_sinf,"Compute the sine of `x`.
",https://wiki.libsdl.org/SDL3/SDL_sinf
SDL_size_add_check_overflow,"Add two integers, checking for overflow.
",https://wiki.libsdl.org/SDL3/SDL_size_add_check_overflow
SDL_size_mul_check_overflow,"Multiply two integers, checking for overflow.
",https://wiki.libsdl.org/SDL3/SDL_size_mul_check_overflow
SDL_snprintf,"This works exactly like snprintf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_snprintf
SDL_sqrt,"Compute the square root of `x`.
",https://wiki.libsdl.org/SDL3/SDL_sqrt
SDL_sqrtf,"Compute the square root of `x`.
",https://wiki.libsdl.org/SDL3/SDL_sqrtf
SDL_srand,"Seeds the pseudo-random number generator.
",https://wiki.libsdl.org/SDL3/SDL_srand
SDL_sscanf,"This works exactly like sscanf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_sscanf
SDL_stack_alloc,"Allocate memory on the stack (maybe).
",https://wiki.libsdl.org/SDL3/SDL_stack_alloc
SDL_stack_free,"Free memory previously allocated with [SDL_stack_alloc](SDL_stack_alloc).
",https://wiki.libsdl.org/SDL3/SDL_stack_free
SDL_static_cast,"Handle a Static Cast properly whether using C or C++.
",https://wiki.libsdl.org/SDL3/SDL_static_cast
SDL_strcasecmp,"Compare two null-terminated UTF-8 strings, case-insensitively.
",https://wiki.libsdl.org/SDL3/SDL_strcasecmp
SDL_strcasestr,"Search a UTF-8 string for the first instance of a specific substring, case-insensitively.
",https://wiki.libsdl.org/SDL3/SDL_strcasestr
SDL_strchr,"Search a string for the first instance of a specific byte.
",https://wiki.libsdl.org/SDL3/SDL_strchr
SDL_strcmp,"Compare two null-terminated UTF-8 strings.
",https://wiki.libsdl.org/SDL3/SDL_strcmp
SDL_strdup,"Allocate a copy of a string.
",https://wiki.libsdl.org/SDL3/SDL_strdup
SDL_strlcat,"Concatenate strings.
",https://wiki.libsdl.org/SDL3/SDL_strlcat
SDL_strlcpy,"Copy a string.
",https://wiki.libsdl.org/SDL3/SDL_strlcpy
SDL_strlen,"This works exactly like strlen() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_strlen
SDL_strlwr,"Convert a string to lowercase.
",https://wiki.libsdl.org/SDL3/SDL_strlwr
SDL_strncasecmp,"Compare two UTF-8 strings, case-insensitively, up to a number of bytes.
",https://wiki.libsdl.org/SDL3/SDL_strncasecmp
SDL_strncmp,"Compare two UTF-8 strings up to a number of bytes.
",https://wiki.libsdl.org/SDL3/SDL_strncmp
SDL_strndup,"Allocate a copy of a string, up to n characters.
",https://wiki.libsdl.org/SDL3/SDL_strndup
SDL_strnlen,"This works exactly like strnlen() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_strnlen
SDL_strnstr,"Search a string, up to n bytes, for the first instance of a specific substring.
",https://wiki.libsdl.org/SDL3/SDL_strnstr
SDL_strpbrk,"Searches a string for the first occurrence of any character contained in a breakset, and returns a pointer from the string to that character.
",https://wiki.libsdl.org/SDL3/SDL_strpbrk
SDL_strrchr,"Search a string for the last instance of a specific byte.
",https://wiki.libsdl.org/SDL3/SDL_strrchr
SDL_strrev,"Reverse a string's contents.
",https://wiki.libsdl.org/SDL3/SDL_strrev
SDL_strstr,"Search a string for the first instance of a specific substring.
",https://wiki.libsdl.org/SDL3/SDL_strstr
SDL_strtod,"Parse a `double` from a string.
",https://wiki.libsdl.org/SDL3/SDL_strtod
SDL_strtok_r,"This works exactly like strtok_r() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_strtok_r
SDL_strtol,"Parse a `long` from a string.
",https://wiki.libsdl.org/SDL3/SDL_strtol
SDL_strtoll,"Parse a `long long` from a string.
",https://wiki.libsdl.org/SDL3/SDL_strtoll
SDL_strtoul,"Parse an `unsigned long` from a string.
",https://wiki.libsdl.org/SDL3/SDL_strtoul
SDL_strtoull,"Parse an `unsigned long long` from a string.
",https://wiki.libsdl.org/SDL3/SDL_strtoull
SDL_strupr,"Convert a string to uppercase.
",https://wiki.libsdl.org/SDL3/SDL_strupr
SDL_swprintf,"This works exactly like swprintf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_swprintf
SDL_tan,"Compute the tangent of `x`.
",https://wiki.libsdl.org/SDL3/SDL_tan
SDL_tanf,"Compute the tangent of `x`.
",https://wiki.libsdl.org/SDL3/SDL_tanf
SDL_tolower,"Convert low-ASCII English letters to lowercase.
",https://wiki.libsdl.org/SDL3/SDL_tolower
SDL_toupper,"Convert low-ASCII English letters to uppercase.
",https://wiki.libsdl.org/SDL3/SDL_toupper
SDL_trunc,"Truncate `x` to an integer.
",https://wiki.libsdl.org/SDL3/SDL_trunc
SDL_truncf,"Truncate `x` to an integer.
",https://wiki.libsdl.org/SDL3/SDL_truncf
SDL_uitoa,"Convert an unsigned integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_uitoa
SDL_ulltoa,"Convert an unsigned long long integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_ulltoa
SDL_ultoa,"Convert an unsigned long integer into a string.
",https://wiki.libsdl.org/SDL3/SDL_ultoa
SDL_unsetenv_unsafe,"Clear a variable from the environment.
",https://wiki.libsdl.org/SDL3/SDL_unsetenv_unsafe
SDL_utf8strlcpy,"Copy an UTF-8 string.
",https://wiki.libsdl.org/SDL3/SDL_utf8strlcpy
SDL_utf8strlen,"Count the number of codepoints in a UTF-8 string.
",https://wiki.libsdl.org/SDL3/SDL_utf8strlen
SDL_utf8strnlen,"Count the number of codepoints in a UTF-8 string, up to n bytes.
",https://wiki.libsdl.org/SDL3/SDL_utf8strnlen
SDL_vasprintf,"This works exactly like vasprintf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_vasprintf
SDL_vsnprintf,"This works exactly like vsnprintf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_vsnprintf
SDL_vsscanf,"This works exactly like vsscanf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_vsscanf
SDL_vswprintf,"This works exactly like vswprintf() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_vswprintf
SDL_wcscasecmp,"Compare two null-terminated wide strings, case-insensitively.
",https://wiki.libsdl.org/SDL3/SDL_wcscasecmp
SDL_wcscmp,"Compare two null-terminated wide strings.
",https://wiki.libsdl.org/SDL3/SDL_wcscmp
SDL_wcsdup,"Allocate a copy of a wide string.
",https://wiki.libsdl.org/SDL3/SDL_wcsdup
SDL_wcslcat,"Concatenate wide strings.
",https://wiki.libsdl.org/SDL3/SDL_wcslcat
SDL_wcslcpy,"Copy a wide string.
",https://wiki.libsdl.org/SDL3/SDL_wcslcpy
SDL_wcslen,"This works exactly like wcslen() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_wcslen
SDL_wcsncasecmp,"Compare two wide strings, case-insensitively, up to a number of wchar_t.
",https://wiki.libsdl.org/SDL3/SDL_wcsncasecmp
SDL_wcsncmp,"Compare two wide strings up to a number of wchar_t values.
",https://wiki.libsdl.org/SDL3/SDL_wcsncmp
SDL_wcsnlen,"This works exactly like wcsnlen() but doesn't require access to a C runtime.
",https://wiki.libsdl.org/SDL3/SDL_wcsnlen
SDL_wcsnstr,"Search a wide string, up to n wide chars, for the first instance of a specific substring.
",https://wiki.libsdl.org/SDL3/SDL_wcsnstr
SDL_wcsstr,"Search a wide string for the first instance of a specific substring.
",https://wiki.libsdl.org/SDL3/SDL_wcsstr
SDL_wcstol,"Parse a `long` from a wide string.
",https://wiki.libsdl.org/SDL3/SDL_wcstol
SDL_zero,"Clear an object's memory to zero.
",https://wiki.libsdl.org/SDL3/SDL_zero
SDL_zeroa,"Clear an array's memory to zero.
",https://wiki.libsdl.org/SDL3/SDL_zeroa
SDL_zerop,"Clear an object's memory to zero, using a pointer.
",https://wiki.libsdl.org/SDL3/SDL_zerop
IMG_AddAnimationEncoderFrame,"Add a frame to an animation encoder.
",https://wiki.libsdl.org/SDL3_image/IMG_AddAnimationEncoderFrame
IMG_AddAnimationFrame,"Add a frame to a stream of images being saved.
",https://wiki.libsdl.org/SDL3_image/IMG_AddAnimationFrame
IMG_Animation.0,The width of the frames,https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_Animation.1,The height of the frames,https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_Animation.2,The number of frames,https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_Animation.3,An array of frames,https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_Animation.4,"An array of frame delays, in milliseconds",https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_Animation,"Animated image support
",https://wiki.libsdl.org/SDL3_image/IMG_Animation
IMG_AnimationDecoder,"An object representing animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoder
IMG_DECODER_STATUS_INVALID,The decoder is invalid,https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoderStatus
IMG_DECODER_STATUS_OK,The decoder is ready to decode the next frame,https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoderStatus
IMG_DECODER_STATUS_FAILED,"The decoder failed to decode a frame, call SDL_GetError() for more information.",https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoderStatus
IMG_DECODER_STATUS_COMPLETE,No more frames available,https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoderStatus
IMG_AnimationDecoderStatus,"An enum representing the status of an animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_AnimationDecoderStatus
IMG_AnimationEncoder,"An object representing the encoder context.
",https://wiki.libsdl.org/SDL3_image/IMG_AnimationEncoder
IMG_AnimationStream,"An object representing a stream of images being saved.
",https://wiki.libsdl.org/SDL3_image/IMG_AnimationStream
IMG_CloseAnimationDecoder,"Close an animation decoder, finishing any decoding.
",https://wiki.libsdl.org/SDL3_image/IMG_CloseAnimationDecoder
IMG_CloseAnimationEncoder,"Close an animation encoder, finishing any encoding.
",https://wiki.libsdl.org/SDL3_image/IMG_CloseAnimationEncoder
IMG_CloseAnimationStream,"Close an animation stream, finishing any encoding.
",https://wiki.libsdl.org/SDL3_image/IMG_CloseAnimationStream
IMG_CreateAnimatedCursor,"Create an animated cursor from an animation.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimatedCursor
IMG_CreateAnimationDecoder,"Create a decoder to read a series of images from a file.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationDecoder
IMG_CreateAnimationDecoderWithProperties,"Create an animation decoder with the specified properties.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationDecoderWithProperties
IMG_CreateAnimationDecoder_IO,"Create a decoder to read a series of images from an IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationDecoder_IO
IMG_CreateAnimationEncoder,"Create an encoder to save a series of images to a file.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationEncoder
IMG_CreateAnimationEncoderWithProperties,"Create an animation encoder with the specified properties.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationEncoderWithProperties
IMG_CreateAnimationEncoder_IO,"Create an encoder to save a series of images to an IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationEncoder_IO
IMG_CreateAnimationStream,"Create an animation stream and save it to a file.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationStream
IMG_CreateAnimationStreamWithProperties,"Create an animation stream with the specified properties.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationStreamWithProperties
IMG_CreateAnimationStream_IO,"Create an animation stream and save it to an IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_CreateAnimationStream_IO
IMG_FreeAnimation,"Dispose of an [IMG_Animation](IMG_Animation) and free its resources.
",https://wiki.libsdl.org/SDL3_image/IMG_FreeAnimation
IMG_GetAnimationDecoderFrame,"Get the next frame in an animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_GetAnimationDecoderFrame
IMG_GetAnimationDecoderMetadata,"Get the metadata of an animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_GetAnimationDecoderMetadata
IMG_GetAnimationDecoderPresentationTimestampMS,"Get the presentation timestamp of a frame in milliseconds.
",https://wiki.libsdl.org/SDL3_image/IMG_GetAnimationDecoderPresentationTimestampMS
IMG_GetAnimationDecoderProperties,"Get the properties of an animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_GetAnimationDecoderProperties
IMG_GetAnimationDecoderStatus,"Get the decoder status indicating the current state of the decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_GetAnimationDecoderStatus
IMG_GetClipboardImage,"Get the image currently in the clipboard.
",https://wiki.libsdl.org/SDL3_image/IMG_GetClipboardImage
IMG_GetNextAnimationDecoderFrame,"Get the next frame in an animation decoder.
",https://wiki.libsdl.org/SDL3_image/IMG_GetNextAnimationDecoderFrame
IMG_Load,"Load an image from a filesystem path into a software surface.
",https://wiki.libsdl.org/SDL3_image/IMG_Load
IMG_LoadANIAnimation_IO,"Load an ANI animation directly from an SDL_IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadANIAnimation_IO
IMG_LoadAPNGAnimation_IO,"Load an APNG animation directly from an SDL_IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAPNGAnimation_IO
IMG_LoadAVIFAnimation_IO,"Load an AVIF animation directly from an SDL_IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAVIFAnimation_IO
IMG_LoadAVIF_IO,"Load a AVIF image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAVIF_IO
IMG_LoadAnimation,"Load an animation from a file.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAnimation
IMG_LoadAnimationTyped_IO,"Load an animation from an SDL_IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAnimationTyped_IO
IMG_LoadAnimation_IO,"Load an animation from an SDL_IOStream.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadAnimation_IO
IMG_LoadBMP_IO,"Load a BMP image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadBMP_IO
IMG_LoadCUR_IO,"Load a CUR image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadCUR_IO
IMG_LoadGIFAnimation_IO,"Load a GIF animation directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadGIFAnimation_IO
IMG_LoadGIF_IO,"Load a GIF image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadGIF_IO
IMG_LoadGPUTexture,"Load an image from a filesystem path into a GPU texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadGPUTexture
IMG_LoadGPUTextureTyped_IO,"Load an image from an SDL data source into a GPU texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadGPUTextureTyped_IO
IMG_LoadGPUTexture_IO,"Load an image from an SDL data source into a GPU texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadGPUTexture_IO
IMG_LoadICO_IO,"Load a ICO image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadICO_IO
IMG_LoadJPG_IO,"Load a JPG image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadJPG_IO
IMG_LoadJXL_IO,"Load a JXL image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadJXL_IO
IMG_LoadLBM_IO,"Load a LBM image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadLBM_IO
IMG_LoadPCX_IO,"Load a PCX image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadPCX_IO
IMG_LoadPNG_IO,"Load a PNG image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadPNG_IO
IMG_LoadPNM_IO,"Load a PNM image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadPNM_IO
IMG_LoadQOI_IO,"Load a QOI image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadQOI_IO
IMG_LoadSVG_IO,"Load a SVG image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadSVG_IO
IMG_LoadSizedSVG_IO,"Load an SVG image, scaled to a specific size.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadSizedSVG_IO
IMG_LoadTGA_IO,"Load a TGA image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTGA_IO
IMG_LoadTIF_IO,"Load a TIFF image directly.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTIF_IO
IMG_LoadTexture,"Load an image from a filesystem path into a texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTexture
IMG_LoadTextureTyped_IO,"Load an image from an SDL data source into a texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTextureTyped_IO
IMG_LoadTexture_IO,"Load an image from an SDL data source into a texture.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTexture_IO
IMG_LoadTyped_IO,"Load an image from an SDL data source into a software surface.
",https://wiki.libsdl.org/SDL3_image/IMG_LoadTyped_IO
